ID1,CASEID,QCOL93,Q1035NO,Q1036N,Q1037M,Q1037P,Q1037O,Q1040A,Q1040B,Q1040C,Q1040D,Q1040E,Q1040F,Q1040G,Q1040H,Q1040I,Q1040X
2021,      190300601  3,1,1,AB,BCK,BCK, , , , , , , , , , , 
2021,      190300601  6,1,1,AB,BE,BE, , , , , , , , , , , 
2021,      190301001  1,1,1,A,BE, , ,1,1, ,1, , ,1,2, , 
2021,      190301601  3,1,2,A,BK, , , , , , , , , , , , 
2021,      190401101  2,1,3,Y, , , , , , , , , , , , , 
2021,      190401101  2,2,2,AB,CK,CK, , , , , , , , , , , 
2021,      190401301  2,1,1,AB,BK,BK, , , , , , , , , , , 
2021,      190401501  2,1,3,ABD,CK,CK,CK, , , , , , , , , , 
2021,      190402601  2,1,3,AB,K,K, , , , , , , , , , , 
2021,      190405301  2,1,3,AB,BCK,BCK, , , , , , , , , , , 
2021,      190409501  2,1,2,AB,ABK,BK, , , , , , , , , , , 
2021,      190500601  2,1,1,AB,ABCK,BCK, , , , , , , , , , , 
2021,      190501301  1,1,5,ABE,CEK,CK,CK, , , , , , , , , , 
2021,      190501401  2,1,4,Y, , , , , , , , , , , , , 
2021,      190506201  2,1,2,AB,CK,CK, , , , , , , , , , , 
2021,      190506301  1,1,2,AB,BCK,BCK, , , , , , , , , , , 
2021,      190506901  2,1,4,AB,BCK,BCK, , , , , , , , , , , 
2021,      190507201  2,1,3,ABD,K,K,K, , , , , , , , , , 
2021,      190507301  1,1,4,ABD,BCK,B,BK,2,2,2,2, , , , , , 
2021,      190600301  2,1,1,Y, , , ,2,2, , , , , ,2, , 
2021,      190600401  2,1,1,AB,E,E, , ,2,2, , , , , , , 
2021,      190600601  2,1,3,AB,EK,EK, , , , , , , , , , , 
2021,      190605501  2,1,2,AB,GK,GK, ,2,2, , , , , , , , 
2021,      190607401  2,1,2,AB,K,K, , , , , , , , , , , 
2021,      190607401  2,2,1,AB,EK,K, , , , , , , , , , , 
2021,      190608401  2,1,2,AB,K,K, , , , , , , , , , , 
2021,      190608401  2,2,1,AB,EK,EK, , , , , , , , , , , 
2021,      190700101  2,1,5,AB,K,BK, , , , , , , , , , , 
2021,      190700301  2,1,3,AB,K,K, , , , , , , , , , , 
2021,      190700401  2,1,2,AB,BK,BK, , , , , , , , , , , 
2021,      190700501  2,1,2,AB,BK,BK, , , , , , , , , , , 
2021,      190702401  2,1,3,Y, , , , , , , , , , , , , 
2021,      190702401  2,2,1,AB,BEK,BEK, , , , , , , , , , , 
2021,      190705101  2,1,2,AB,BK,BDK, , , , , , , , , , , 
2021,      190705201  2,1,2,AB,BCE,BCE, , , , , , , , , , , 
2021,      190800101  2,1,1,AB,BCK,BCK, , , , , , , , , , , 
2021,      190800201  2,1,6,AB,BK,B, ,1,1,1,1,1,2,2,2, , 
2021,      190800401  2,1,1,AB,K,K, , , , , , , , , , , 
2021,      190801001  2,1,2,AB,CK,CK, , , , , , , , , , , 
2021,      190801701  1,1,6,A,BEK, , , , , , , , , , , , 
2021,      190802101  1,1,4,AB,K,K, ,2, ,2, , , , , , , 
2021,      190803601  2,1,2,AB,ACK,K, , , , , , , , , , , 
2021,      190805901  2,1,2,AB,ABK,K, , , , , , , , , , , 
2021,      190805901  2,2,1,AB,ABK,K, , , , , , , , , , , 
2021,      190806601  2,1,1,AB,BEK,BEK, , , , , , , , , , , 
2021,      190807701  1,1,1,AB,ABCK,BCK, ,2,2,2, , , , , , , 
2021,      190900101  2,1,4,A,C, , ,2,2, , , , , , , , 
2021,      190900701  2,1,1,AB,E,E, , , , , , , , , , , 
2021,      190901901  2,1,4,A,A, , ,2,2, , , , , , , , 
2021,      190902701  2,1,3,AB,C,C, , , , , , , , , , , 
2021,      190902701  2,2,2,AB,C,C, , , , , , , , , , , 
2021,      191000501  1,1,3,A,K, , ,2,2,2,2, ,2,2,2,2, 
2021,      191001001  5,1,1,AB,BCEK,CK, , , , , , , , ,1, , 
2021,      191001101  2,1,6,AB,K,K, , , , , , , , , , , 
2021,      191001201  2,1,4,Y, , , ,2,2,2,2, , , , , , 
2021,      191001201  2,2,3,ABD,CK,CK,CK,2,2,2,2, , , , , , 
2021,      191003001  2,1,2,AB,K,CK, , , , , , , , , , , 
2021,      191003201  2,1,3,AB,K,K, , , , , , , , , , , 
2021,      191100801  2,1,3,ABD,K,K,K, , , , , , , , , , 
2021,      191101801  1,1,4,A,CK, , , , , , , , , , , , 
2021,      191102401  2,1,1,AC,CK, ,K, , , , , , , , , , 
2021,      191103001  2,1,2,AB,CK,CEK, , , , , , , , , , , 
2021,      191103901  2,1,4,AB,CK,K, , , , , , , , , , , 
2021,      191105201  1,1,3,AD,K, ,K, , , , , , , , , , 
2021,      191200501  2,1,2,AB,K,K, , , , , , , , , , , 
2021,      191200501  2,2,1,AB,BC,CK, , , , , , , , , , , 
2021,      191201001  2,1,1,AB,C,C, , , , , , , , , , , 
2021,      191201501  2,1,3,AB,BK,K, , , , , , , , , , , 
2021,      191202901  2,1,2,AB,ABE,ABE, , ,2, , , , , , , , 
2021,      191202901  2,2,1,AB,BE,BK, , ,2, , , , , , , , 
2021,      191203501  2,1,1,A,ABK, , , , , , , , , , , , 
2021,      191204101  2,1,1,AB,ACE,BE, , , , , , , , , , , 
2021,      191207201  2,1,1,AB,CG,BG, , , , , , , , , , , 
2021,      191208001  3,1,1,AB,ACK,CK, , , , , , , , , , , 
2021,      191208101  2,1,4,AB,ABK,K, ,2,2, , , , , , , , 
2021,      191301901  2,1,3,AB,BK,BK, ,2,2,2,2, , , , , , 
2021,      191303501  2,1,1,AB,C,C, , , , , , , , , , , 
2021,      191304301  1,1,2,A,BK, , , , , , , , , , , , 
2021,      191304801  2,1,3,AB,BK,BK, , , , , , , , , , , 
2021,      191305301  1,1,2,A,BCK, , ,2,2,2, , , , , , , 
2021,      191305601  2,1,1,AB,BCK,BCK, , , , , , , , , , , 
2021,      191306601  3,1,2,A,BK, , , , , , , , , , , , 
2021,      191306601  3,2,1,A,BK, , , , , , , , , , , , 
2021,      191306701  1,1,3,AB,K,K, , , , , , , , , , , 
2021,      191401301  1,1,4,ABD,BK,K,K,2, , , , , , , , , 
2021,      191402601  1,1,2,AB,BCEK,BCEK, , , , , , , , , , , 
2021,      191402801  2,1,2,A,K, , ,2, , , , , , , , , 
2021,      191402901  2,1,2,AB,CK,CK, , , , , , , , , , , 
2021,      191403201  1,1,1,AB,CK,CK, , , , , , , , , , , 
2021,      191406001  5,1,1,A,CE, , , , , , , , , , , , 
2021,      191406301  2,1,3,AB,K,K, ,2,2, , , , , , , , 
2021,      191500901  2,1,2,A,CEK, , ,1, ,1,2, , , , ,2, 
2021,      191501901  1,1,5,A,BK, , ,1,1,1,2, , , ,1,1, 
2021,      191502401  2,1,2,AB,C,C, , , , , , , , , , , 
2021,      191502601  4,1,1,AB,K,K, , , , , , , , , , , 
2021,      191503901  3,1,3,ABC,CK,CK,K, , , , , , , , , , 
2021,      191504001  2,1,2,A,B, , ,1, , , , , , , , , 
2021,      191505201  2,1,1,A,K, , , , , , , , , , , , 
2021,      191600201  2,1,4,AB,K,K, , , , , , , , , , , 
2021,      191600601  2,1,5,AB,K,K, , ,2,2, , , , ,2, , 
2021,      191600601  2,2,4,AB,AK,K, , ,2,2, , , , ,2, , 
2021,      191601101  1,1,4,A,K, , , ,2,2,2, , , , , , 
2021,      191602001  2,1,2,AB,C,C, , , , , , , , , , , 
2021,      191701801  1,1,1,Y, , , , , , , , , , , , , 
2021,      191702501  1,1,2,AB,BC,BC, , , , , , , , , , , 
2021,      191705201  2,1,2,Y, , , , , , , , , , , , , 
2021,      191706501  1,1,1,A,BC, , , , , , , , , , , , 
2021,      191711901  1,1,1,Y, , , , , , , , , , , , , 
2021,      191801101  2,1,1,Y, , , , , , , , , , , , , 
2021,      191802201  2,1,2,AB,B,B, , , , , , , , , , , 
2021,      191802201  2,2,1,AB,B,B, , , , , , , , , , , 
2021,      191804401  2,1,1,AB,BC,BC, , , , , , , , , , , 
2021,      191804801  2,1,2,AB,ABC,BC, , , , , , , , , , , 
2021,      191815101  2,1,3,AB,BEK,BEK, , , , , , , , , , , 
2021,      191815101  2,2,2,AB,BE,BE, , , , , , , , , , , 
2021,      191905501  2,1,1,AB,C,C, , , , , , , , , , , 
2021,      191911001  2,1,2,AB,CK,K, , , , , , , , , , , 
2021,      191911701  2,1,1,AB,C,BC, , , , , , , , , , , 
2021,      192002301  2,1,2,AB,K,K, , , , , , , , , , , 
2021,      192005201  2,1,4,AB,BCK,BCK, , , , , , , , , , , 
2021,      192006901  2,1,1,A,CK, , , , , , , , , , , , 
2021,      192104901  2,1,1,AB,ABC,BC, , , , , , , , , , , 
2021,      192112401  1,1,3,AD,BC, ,BC, , , , , , , , , , 
2021,      192200701  3,1,4,AB,B,B, , , , , , , , , , , 
2021,      192200701  3,2,3,A,BE, , , , , , , , , , , , 
2021,      192201101  7,1,1,A,B, , , , , , , , , , , , 
2021,      192204001  2,1,3,AB,B,B, , , , , , , , , , , 
2021,      192208701  2,1,1,AB,K,K, , , , , , , , , , , 
2021,      192211301  2,1,2,AB,A,B, , , , , , , , , , , 
2021,      192310801  1,1,3,A,A, , , , , , , , , , , , 
2021,      192310801  1,2,2,A,B, , , , , , , , , , , , 
2021,      192317501  2,1,5,AB,K,K, , , , , , , , , , , 
2021,      192400901  2,1,1,AB,ABC,ABC, , , , , , , , , , , 
2021,      192401901  2,1,4,A,ABCE, , , , , , , , , , , , 
2021,      192404201  2,1,2,A,AB, , , , , , , , , , , , 
2021,      192407201  2,1,1,AB,B,ABE, , , , , , , , , , , 
2021,      192415801  2,1,3,A,BC, , , , , , , , , , , , 
2021,      192501701  1,1,2,A,ABC, , , ,1, , , , , , , , 
2021,      192501701  1,2,1,A,ABC, , , ,2, , , , , , , , 
2021,      192502401  2,1,1,A,B, , , , , , , , , , , , 
2021,      192502701  2,1,2,AB,B,B, , , , , , , , , , , 
2021,      192603701  2,1,1,A,A, , ,2,2, , , , , , , , 
2021,      192604601  2,1,1,AB,EK,EK, , , , , , , , , , , 
2021,      192607901  2,1,1,AB,BC,BC, , , , , , , , , , , 
2021,      192609901  1,1,3,A,AC, , ,1,1,1,1,2, , , , , 
2021,      192611801  2,1,1,AB,BC,BC, , , , , , , , , , , 
2021,      192702801  3,1,2,ABC,AB,B,B, , , , , , , , , , 
2021,      192707701  2,1,1,Y, , , , , , , , , , , , , 
2021,      192710301  2,1,1,AB,C,C, , , , , , , , , , , 
2021,      192712901  2,1,2,Y, , , , , , , , , , , , , 
2021,      192712901  2,2,1,AB,ABC,ABC, , , , , , , , , , , 
2021,      192800501  1,1,1,AB,AB,B, , , , , , , , , , , 
2021,      192800701  2,1,1,AB,ABC,ABC, , , , , , , , , , , 
2021,      192803701  1,1,1,A,B, , , , , , , , , , , , 
2021,      192803801  2,1,1,AB,BC,BC, , , , , , , , , , , 
2021,      192900101  2,1,3,A,AB, , , , , , , , , , , , 
2021,      192905501  3,1,3,Y, , , , , , , , , , , , , 
2021,      192906801  1,1,2,AB,ACK,ACK, , , , , , , , , , , 
2021,      193004001  2,1,2,AB,EK,K, , , , , , , , , , , 
2021,      193004901  5,1,2,A,K, , , , , , , , , , , , 
2021,      193007101  6,1,3,AB,K,K, , , , , , , , , , , 
2021,      193010901  4,1,1,A,K, , , , , , , , , , , , 
2021,      193103001  2,1,2,A,K, , ,2,2, , , , , , , , 
2021,      193105401  2,1,2,AB,BCE,BCE, , , , , , , , , , , 
2021,      193200101  2,1,2,AB,ACK,ACK, , , , , , , , , , , 
2021,      193201101  2,1,3,A,K, , , , , , , , , , , , 
2021,      193203801  2,1,3,AB,K,B, ,1,1,1,1, ,1,1, , , 
2021,      193203801  2,2,2,AB,K,B, ,1,1,1,1, ,1,1, , , 
2021,      193206801  1,1,7,A,A, , , , , , , , , ,2,2, 
2021,      193309201  4,1,1,A,ABC, , , , , , , , , , , , 
2021,      193309901  2,1,2,AB,CK,B, , , , , , , , , , , 
2021,      193314201  1,1,1,A,AB, , , , , , , , , , , , 
2021,      193314501  2,1,3,A,B, , , , , , , , , , , , 
2021,      193315601  4,1,1,AB,A,BC, , , , , , , , , , , 
2021,      193400701  2,1,2,AB,BC,BC, , , , , , , , , , , 
2021,      193403001  2,1,3,B, ,A, , , , , , , , , , , 
2021,      193412301  2,1,2,A,B, , , , , , , , , , , , 
2021,      193413801  1,1,5,A,B, , ,1,2,1,1, , , ,2,2, 
2021,      193502501  1,1,2,A,AB, , ,2,2,2,2, , , ,2,2, 
2021,      193503301  1,1,4,ABD,K,K,K, , , , , , , , , , 
2021,      193508901  2,1,2,AB,K,K, , , , , , , , , , , 
2021,      193509401  2,1,3,AB,BC,B, , , , , , , , , , , 
2021,      193510701  1,1,1,AB,AB,AB, , , , , , , , , , , 
2021,      193602201  2,1,5,AB,K,K, , , , , , , , , , , 
2021,      193602201  2,2,4,AB,K,K, , , , , , , , , , , 
2021,      193602301  2,1,2,AB,AB,AB, , , , , , , , , , , 
2021,      193602301  2,2,1,AB,AB,AB, , , , , , , , , , , 
2021,      193608001  2,1,2,Y, , , , , , , , , , , , , 
2021,      193608701  2,1,2,AB,EK,K, ,1,1,1,1, , , , , , 
2021,      193608701  2,2,1,AB,CK,AE, ,1,1,1,1, , , , , , 
2021,      193611401  2,1,3,AB,B,B, , , , , , , , , , , 
2021,      193611501  2,1,5,AB,CEK,CEK, ,2,2,2,2, , , , , , 
2021,      193700601  2,1,2,AB,B,B, , , , , , , , , , , 
2021,      193700901  2,1,1,AB,X,X, , , , , , , , , , , 
2021,      193701301  2,1,3,AB,K,K, , , , , , , , , , , 
2021,      193708401  2,1,2,AB,EK,EK, , , , , , , , , , , 
2021,      193708701  2,1,1,AB,K,K, , , , , , , , , , , 
2021,      193802601  2,1,2,A,K, , , , , , , , , , , , 
2021,      193803001  2,1,2,AB,K,K, , , , , , , , , , , 
2021,      193804401  2,1,1,AB,K,K, , , , , , , , , , , 
2021,      193804501  2,1,3,AB,CK,K, , , , , , , , , , , 
2021,      193805801  2,1,5,AD,B, ,B, , , , , , , , , , 
2021,      193805901  2,1,2,AB,CK,BCK, , , , , , , , , , , 
2021,      193908001  1,1,4,A,AB, , , , , , , , , , , , 
2021,      193908401  2,1,6,AB,B,B, ,2,2,2,2, , , , , , 
2021,      193912901  2,1,3,AB,B,B, , , , , , , , , , , 
2021,      193913001  1,1,2,AB,B,BC, , , , , , , , , , , 
2021,      193913101  2,1,2,AB,B,B, , ,2, , , , , , , , 
2021,      193913301  2,1,2,AB,B,B, ,2,2, , , , , , , , 
2021,      193915201  2,1,4,AB,B,B, ,2, , , , , , , , , 
2021,      193915501  2,1,6,AB,ABC,BC, , , , , , , , , , , 
2021,      193915701  2,1,1,A,AB, , , , , , , , , , , , 
2021,      193915801  2,1,2,AB,AB,AB, , , , , , , , , , , 
2021,      193915801  2,2,1,AB,AB,AB, , , , , , , , , , , 
2021,      194001701  2,1,2,AB,B,B, , , , , , , , , , , 
2021,      194002101  1,1,4,A,BE, , , , , , , , , , , , 
2021,      194005001  4,1,1,AB,K,K, , , , , , , , , , , 
2021,      194005301  2,1,3,AB,BE,BE, , , , , , , , , , , 
2021,      194005401  1,1,2,AB,BE,BE, , , , , , , , , , , 
2021,      194015701  2,1,2,AB,B,B, , , , , , , , , , , 
2021,      194015901  2,1,4,AB,E,E, , , , , , , , , , , 
2021,      194015901  2,2,3,AB,E,E, , , , , , , , , , , 
2021,      194101001  3,1,2,A,B, , ,2,2,2,2,2, , ,2,2, 
2021,      194109301  2,1,8,AB,B,B, , , , , , , , , , , 
2021,      194109501  2,1,7,Y, , , , , , , , , , , , , 
2021,      194109501  2,2,6,AB,B,B, , , , , , , , , , , 
2021,      194110501  2,1,6,AB,B,B, , , , , , , , , , , 
2021,      194205301  2,1,6,AB,K,K, , , , , , , , , , , 
2021,      194205301  2,2,5,AB,K,K, , , , , , , , , , , 
2021,      194205401  2,1,5,AB,B,B, ,2, , , , , , ,2, , 
2021,      194206601  2,1,3,AB,B,B, ,2, , , , , , , , , 
2021,      194206601  2,2,2,AB,BE,BE, ,2, , , , , , , , , 
2021,      194206801  2,1,3,A,B, , , , , , , , , , , , 
2021,      194302501  2,1,3,AB,K,K, , , , , , , , , , , 
2021,      194302601  2,1,1,B, ,B, , , , , , , , , , , 
2021,      194302701  2,1,3,AB,BCK,BCK, , , , , , , , , , , 
2021,      194305801  2,1,1,Y, , , , , , , , , , , , , 
2021,      194310501  2,1,4,A,ABCK, , , , , , , , , , , , 
2021,      194310501  2,2,3,A,ACK, , , , , , , , , , , , 
2021,      194311001  2,1,1,AB,B,B, , , , , , , , , , , 
2021,      194400301  2,1,1,AB,B,B, , , , , , , , , , , 
2021,      194400401  2,1,5,B, ,BEK, , , , , , , , , , , 
2021,      194400401  2,2,4,B, ,BEK, , , , , , , , , , , 
2021,      194400501  2,1,5,AB,B,B, ,2,2,2, , , , , , , 
2021,      194404601  1,1,4,A,B, , , , , , , , , , , , 
2021,      194410101  2,1,5,AB,BE,BE, , , , , , , , , , , 
2021,      194410201  2,1,2,A,AB, , , , , , , , , , , , 
2021,      194410301  1,1,3,A,B, , ,2, , , , , , , , , 
2021,      194410301  1,2,2,A,B, , ,2, , , , , , , , , 
2021,      194410501  2,1,6,AB,B,B, , , , , , , , , , , 
2021,      194500801  2,1,1,AB,B,B, , , , , , , , , , , 
2021,      194500901  2,1,1,AB,B,B, , , , , , , , , , , 
2021,      194501101  2,1,4,AB,B,B, , , , , , , , , , , 
2021,      194510301  2,1,2,AB,AB,B, ,2,2,2, , , , , , , 
2021,      194510401  2,1,2,AB,B,B, ,2, , , , , , , , , 
2021,      194600101  2,1,2,AB,B,B, ,1,1,2,2, , , , , , 
2021,      194600101  2,2,1,AB,B,B, ,1,1,1,2, , , , , , 
2021,      194602501  2,1,2,Y, , , , , , , , , , , , , 
2021,      194602801  2,1,2,AB,ABC,ABC, ,2,2, , , , , , , , 
2021,      194605601  1,1,2,AB,B,B, , , , , , , , , , , 
2021,      194605901  2,1,3,Y, , , , , , , , , , , , , 
2021,      194700101  2,1,4,Y, , , , , , , , , , , , , 
2021,      194700101  2,2,3,AB,B,B, , , , , , , , , , , 
2021,      194700301  2,1,3,AB,BE,BE, ,2, , , , , , , , , 
2021,      194700401  2,1,4,AB,ACE,ACE, , , , , , , , , , , 
2021,      194700401  2,2,3,AB,ACE,ACE, , , , , , , , , , , 
2021,      194700601  4,1,1,Y, , , , , , , , , , , , , 
2021,      194700801  2,1,3,AB,B,B, , , , , , , , , , , 
2021,      194700901  2,1,3,AB,B,B, , , , , , , , , , , 
2021,      194801501  2,1,3,AB,BCK,BCK, , , , , , , , , , , 
2021,      194801901  2,1,2,AB,B,B, , , , , , , , , , , 
2021,      194802001  2,1,1,AB,ABK,ABK, , , , , , , , , , , 
2021,      194806301  2,1,2,AB,AB,BC, ,2, , , , , , , , , 
2021,      194806601  2,1,3,AB,BK,BK, , , , , , , , , , , 
2021,      194806601  2,2,2,AF,BK, ,BK, , , , , , , , , , 
2021,      194810101  2,1,2,AB,BCK,BK, , , , , , , , , , , 
2021,      194810201  2,1,1,AB,B,B, , , , , , , , , , , 
2021,      194810401  2,1,2,AB,B,B, , , , , , , , , , , 
2021,      194901601  2,1,2,AB,B,AB, , , , , , , , , , , 
2021,      194901901  4,1,1,AB,ABC,ABC, , , , , , , , , , , 
2021,      194902101  2,1,1,AB,B,B, , , , , , , , , , , 
2021,      194903001  1,1,3,A,ABC, , , , , , , , , , , , 
2021,      194903101  2,1,2,AB,B,B, , , , , , , , , , , 
2021,      194903201  2,1,1,AB,B,B, , , , ,2, , , , , , 
2021,      194913101  2,1,2,AB,BE,B, , , , , , , , , , , 
2021,      194913101  2,2,1,AB,BE,B, , , , , , , , , , , 
2021,      195003101  3,1,3,Y, , , , ,2, , , , , , , , 
2021,      195003701  1,1,1,AB,B,B, ,2,2, , , , , , , , 
2021,      195007201  2,1,1,AB,K,AK, ,2, ,2, , , , , , , 
2021,      195007301  2,1,6,Y, , , , ,2, , , , , , , , 
2021,      195007801  2,1,3,Y, , , , , ,2,2, , , , , , 
2021,      195012901  2,1,1,A,ABC, , , , , , , , , , , , 
2021,      195013001  2,1,2,AB,BCK,BCK, ,2,2, , , , , , , , 
2021,      195013101  2,1,1,AB,B,B, , , , , , , , , , , 
2021,      195104301  3,1,1,AB,BCK,BCK, , , , , , , , , , , 
2021,      195104401  4,1,1,A,BC, , , , , , , , , , , , 
2021,      195104501  2,1,6,AB,B,B, , , ,2, , , , , , , 
2021,      195109901  3,1,2,AB,BC,BC, , , , , , , , , , , 
2021,      195110101  3,1,2,AC,BCK, ,BCK, , , , , , , , , , 
2021,      195112901  2,1,2,AB,BCK,BCK, , , , , , , , , , , 
2021,      195201401  2,1,2,AB,B,B, , , , , , , , , , , 
2021,      195201501  2,1,2,AB,B,B, , , , , , , , , , , 
2021,      195201701  2,1,9,AB,BE,BE, ,2, , ,2, ,2,2, , , 
2021,      195201701  2,2,8,AB,BE,BE, ,2, , ,2, ,2,2, , , 
2021,      195203601  2,1,7,AB,B,B, , , , , , , , , , , 
2021,      195204001  1,1,3,AB,B,ABE, ,2,2,2,2, , , , , , 
2021,      195204801  2,1,1,AB,B,B, , , , , , , , , , , 
2021,      195205001  2,1,3,AB,B,B, , , , , , , , , , , 
2021,      195306101  2,1,1,AB,B,B, , , , , , , , , , , 
2021,      195306201  2,1,1,AB,K,K, , , , , , , , , , , 
2021,      195306301  2,1,4,AB,BC,C, , , , , , , , , , , 
2021,      195312101  1,1,3,A,CK, , , , , , , , , , , , 
2021,      195407101  1,1,2,Y, , , ,2,2,2,2, , , , , , 
2021,      195407301  2,1,2,AB,AB,AB, ,2,2,2,2, , , , , , 
2021,      195410001  2,1,2,A,B, , ,1,1,1,1, , , , , , 
2021,      195501101  2,1,1,AB,AB,ABC, ,2,2, , , , , ,2, , 
2021,      195501401  2,1,1,AB,BC,BC, , , , , , , , , , , 
2021,      195509501  2,1,3,AB,BC,BC, , , , , , , , , , , 
2021,      195509601  2,1,5,AB,B,B, , , , , , , , , , , 
2021,      195509701  2,1,1,AB,BC,B, , , , , , , , , , , 
2021,      195510001  1,1,9,AB,B,BE, , , , , , , , , , , 
2021,      195510301  2,1,1,AB,BC,BC, ,2, , , , , , , , , 
2021,      195608201  2,1,1,A,BCE, , , , , , , , , , , , 
2021,      195608501  1,1,2,A,ABC, , ,2,2,2,2, , , , , , 
2021,      195608601  5,1,2,A,AK, , ,1,1, ,1, , ,1, , , 
2021,      195608601  5,2,1,A,ABK, , ,1,1, ,1, , ,1, , , 
2021,      195611801  2,1,3,AB,ABE,ABE, ,1,1,1, , , , , , , 
2021,      195611801  2,2,2,AB,ABE,B, ,1,1,1, , , , , , , 
2021,      195618901  2,1,4,AB,K,K, , , , , , , , , , , 
2021,      195618901  2,2,3,AB,K,K, , , , , , , , , , , 
2021,      195619001  2,1,7,AB,AB,AB, ,1,1,1,1, , , ,2, , 
2021,      195619001  2,2,6,AB,AB,AB, ,1,1,1,1, , , ,2, , 
2021,      195619101  1,1,1,A,BCK, , ,1,1,1, ,1, , , , , 
2021,      195703101  6,1,1,A,ABCH, , ,2, , , , , , , , , 
2021,      195703401  3,1,1,A,B, , ,2,2, ,2, , , , , , 
2021,      195703701  2,1,1,AB,ABC,ABC, , , , , , , , , , , 
2021,      195703801  2,1,3,AB,B,B, , , , , , , , , , , 
2021,      195703901  2,1,2,AB,ABC,ABC, , , , , , , , , , , 
2021,      195704001  4,1,2,AB,B,BE, ,1,1,1, , , , , , , 
2021,      195711201  1,1,4,Y, , , , , , , , , , , , , 
2021,      195711301  2,1,9,AB,A,B, , , , , , , , , , , 
2021,      195711501  1,1,6,A,ABCE, , ,2,2,2, , , , , , , 
2021,      195800101  1,1,3,A,AB, , ,1,1,1,1, , ,1,1,1, 
2021,      195800301  2,1,2,AB,C,C, ,1, , , , , , , , , 
2021,      195805901  2,1,9,AB,ABCE,ABCE, , , , , , , , , , , 
2021,      195806801  2,1,2,AB,ABC,ABC, , , , , , , , , , , 
2021,      195806801  2,2,1,AB,ABC,ABC, , , , , , , , , , , 
2021,      195807401  2,1,2,AB,AB,AB, , , , , , , , , , , 
2021,      195901201  2,1,3,AB,CEK,CEK, , , , , , , , , , , 
2021,      195901301  2,1,9,AB,BK,BK, ,2,2,2, , , , , , , 
2021,      195901301  2,2,8,AB,BX,BX, ,2,2,2, , , , , , , 
2021,      195901501  2,1,4,AB,BK,BK, , , , , , , , , , , 
2021,      195910301  2,1,2,A,CK, , ,1,2,1,1, , ,1,2, , 
2021,      195910501  2,1,2,AB,BEK,BEK, , , , , , , , , , , 
2021,      196001801  3,1,1,AB,K,BK, , , , , , , , , , , 
2021,      196001901  2,1,2,AB,X,X, , , , , , , , , , , 
2021,      196007901  2,1,4,AB,BCE,BCE, ,2,2,2, , , , , , , 
2021,      196013601  2,1,2,AB,BK,BK, , , , , , , , , , , 
2021,      196013601  2,2,1,AB,ACE,ACE, , , , , , , , , , , 
2021,      196013701  2,1,1,AB,K,K, , , , , , , , , , , 
2021,      196014001  2,1,2,AB,BCK,BCK, ,2,2, , , , , , , , 
2021,      196101001  2,1,2,Y, , , , , , , , , , , , , 
2021,      196101301  3,1,3,Y, , , ,2,2, , , , , , , , 
2021,      196101301  3,2,2,A,BCE, , ,1,1, , , , , , , , 
2021,      196110801  2,1,1,AB,B,B, , , , , , , , , , , 
2021,      196112501  2,1,3,AB,B,B, , , , , , , , , , , 
2021,      196112501  2,2,2,AB,B,B, , , , , , , , , , , 
2021,      196112701  2,1,2,AB,B,B, , ,2, , , , , , , , 
2021,      196112701  2,2,1,AB,B,B, , ,2, , , , , , , , 
2021,      196112801  2,1,2,Y, , , , , , , , , , , , , 
2021,      196200401  2,1,7,ABD,BK,BK,BK, , , , , , , , , , 
2021,      196200501  1,1,2,AB,ABC,BC, , , , , , , , , , , 
2021,      196200801  2,1,3,AB,BEK,BEK, , , , , , , , , , , 
2021,      196204001  2,1,1,AB,ABC,BC, , , , , , , , , , , 
2021,      196206201  2,1,4,AB,B,B, , , , , , , , , , , 
2021,      196208701  2,1,4,AB,ABC,BC, ,2,2,2,2, , , , , , 
2021,      196208701  2,2,3,AB,ABC,BC, ,2,2,2,2, , , , , , 
2021,      196300701  2,1,4,Y, , , ,2, ,2, ,2, , , , , 
2021,      196301501  2,1,8,A,BC, , , , , , , , , , , , 
2021,      196301601  2,1,2,A,B, , , , , , , , , , , , 
2021,      196301601  2,2,1,A,B, , , , , , , , , , , , 
2021,      196303501  2,1,7,Y, , , , , , , , , , ,2, , 
2021,      196303601  2,1,1,Y, , , ,2, ,2, , , , , , , 
2021,      196404301  4,1,1,A,AB, , , , , , , , , , , , 
2021,      196404701  2,1,3,AB,B,B, , , , , , , , , , , 
2021,      196406401  2,1,1,AB,AB,AB, , , , , , , , , , , 
2021,      196406501  2,1,2,AB,CK,CK, , , , , , , , , , , 
2021,      196412801  1,1,3,AB,B,B, , , , , , , , , , , 
2021,      196504201  2,1,2,AB,BCE,BCE, , , , , , , , , , , 
2021,      196506301  4,1,2,A,C, , ,1,1,1,1, , , , , , 
2021,      196506301  4,2,1,Y, , , ,1,1,1,1, , , , , , 
2021,      196506801  1,1,4,AB,BC,BCK, , , , , , , , , , , 
2021,      196509801  2,1,1,AB,BC,BC, , , , , , , , , , , 
2021,      196512102  2,1,2,AB,B,B, , , , , , , , , , , 
2021,      196512301  1,1,3,AB,BK,BK, , , , , , , , , , , 
2021,      196601601  2,1,1,Y, , , , , , , , , , , , , 
2021,      196606001  2,1,1,Y, , , , , , , , , , , , , 
2021,      196606501  2,1,2,AB,BE,BE, , , , , , , , , , , 
